,Category,PanelScore,ABV/Proof,Agave (cooked),Caramel,Oak,Vanilla,Butter,Pepper (black),Fruity,Citrus,Olive,Dried Fruit,Orange,Lime,Smoke,Minerals,Earth,Anise,Brine/Salt,Cinnamon,Vegetal,Mint,Flowers,Herbal,Grass,White Pepper,Chocolate,Alcohol,Tobacco,Butterscotch,Honey,Leather,Nuts,Cream Soda,Pear,Raisin,Cherries (dried),Nutmeg,Tropical Fruits,Lactic,Whiskey,Cherry,Melon,Bell Pepper,Baking Spice,Almond,Pineapple,Pitted Fruit,Licorice,Agave (raw),Apple,Banana,Molasses,Maple,Barrel Spice,Peach,Toffee,Grapefruit,Mocha,Berry,Cocoa,Hazelnut,Clove,Plum,Nuts (Roasted),Coffee,Pinecone,Lemon,Yeast/Dough,Black Tea,Cedar,Pine Tree,Celery,Orange Blossom,Coconut,Tangerine,Prune,Orange Peel,Jalapeño,Wet Earth,Grass (cut),Grass (wet),Apple (green),Grapes,Wood Bark,Allspice,Mushroom,Charcoal,Rosemary,Cake Batter,Dill,Jasmine,Lavender,Spearmint,Cider,Astringent,Hay,Damiana,Solvent,Vinegar,Moss,Lemongrass,Chamomile,Peppermint,Medicinal,Rose,Wet Cement,Plastic,Oregano,Walnut,Sage,Toasted Bread,Fruit (fake),Wood Shavings,Thyme,Tamarind,Baby Oil,Musty,Artichoke,Metallic,Caraway Seed,Rubber,Varnish,Resin,Sawdust,Soap,Basil,Mild Ammonia,Sour Milk,Strawberry,Parsley,Artificial Sweetener,Acetone,Hominy,Baking Soda,Petrol,Limestone,Sulfur,Chlorine,Stainless_steel_tanks_ferm,Open-air_ferm,with_fibers_ferm,without_fibers_ferm,Wood_ferm,Cement_ferm,Champagne_ferm,Classical_music_ferm,American_White_Oak_age,French_Oak_age,Hungarian_Oak_age,Used_barrels_age,New_barrels_age,Cognac_casks_age,Sherry_casks_age,Wine_casks_age,Port_casks_age,Bourbon_barrels_age,Whisky_barrels_age,Rum_barrels_age,Scotch_barrels_age
232,Añejo,87,40,1,,0.5,0,,0.5,,,,,0.5,,0,,,,,0,,,0,,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Blanco,87,40,1,,,,,0.166666666666667,0.166666666666667,0.166666666666667,,,,,,,0,,0,,,,,0,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Blanco,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Añejo,87,40,0,0,1,0,,1,0,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
236,Añejo,87,40.4087866108787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Reposado,87,40.4087866108787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Joven,87,50,1,,0,0.166666666666667,0.666666666666667,0,,,0,,,,,,,0,0,0.5,0,,,,,,,,,0,,,,,,,,,,0.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
239,Reposado,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
240,Reposado,87,42,1,0,1,,,0.5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,Reposado,87,40,1,0.333333333333333,0,0,0.166666666666667,0.5,,,,,,,,,,,0,0,,,,,,,,0.166666666666667,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
242,Extra Añejo,87,40,0.333333333333333,0.333333333333333,0.666666666666667,1,,0.333333333333333,0,,,,,,0,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Extra Añejo,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Reposado,87,40,1,,0.166666666666667,0.166666666666667,,0.166666666666667,,,,,0.166666666666667,,,,,,,0.333333333333333,,,,,,,,0.166666666666667,,,,,,,0,,,,,,0.166666666666667,,0.166666666666667,,,,,,,,,,,,0.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
245,Añejo,87,43.1,1,,0.2,0.6,,0.6,,,,0.2,,,,,0.2,,,0,,,,,,0.6,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,Añejo,87,43,1,,0.833333333333333,0.166666666666667,,0.166666666666667,,,,,,,,,,,,0,,,,,,,0,0,0,0.166666666666667,,0,,,,,,,,,0.166666666666667,,,,0.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
247,Reposado,87,40.5,1,0.19047619047619,0.523809523809524,0.523809523809524,0.047619047619048,0.80952380952381,,0.333333333333333,,,,,,0.238095238095238,,,,,0.095238095238095,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
248,Reposado,87,40,1,0,0,1,0.333333333333333,0.666666666666667,0.333333333333333,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333333333,0.333333333333333,0.333333333333333,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,Reposado,87,40,1,0.8,0.844444444444444,0.688888888888889,0.111111111111111,0.422222222222222,0.066666666666667,,,,,,,,0.044444444444445,,,0.2,,,,,,,0,,,0.133333333333333,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,Reposado,87,50,1,0.4,0.4,0.4,0,0.4,,,,,,,,,0.2,,,,,,,,,,,0,,,,,,,,,,,,,,0.2,,,,,,,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
251,Blanco,87,40,1,,,,0.2,0.4,,,,,,,0,,0.2,0.2,,,,0,0,,,0.3,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Extra Añejo,87,40,0.333333333333333,0.555555555555556,1,0.111111111111111,0,0.444444444444444,0.111111111111111,,,,,,0.333333333333333,,,,,,,,,,,,,0,,0.111111111111111,,,,,,,,,,,0.111111111111111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Blanco,87,40,1,,,0,0,0.75,0,0,,,,,,,0,0,,,,,0,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Extra Añejo,87,40,0.571428571428571,1,0.928571428571429,0.857142857142857,,0.214285714285714,0,,,,,,,,,,,0.142857142857143,,,,,,0,0,0.071428571428572,,0,,,,,,,,,,,,,,,,,,,,,,,,0.285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
255,Blanco,87,40,1,,0.166666666666667,0.5,0,0.333333333333333,0.166666666666667,,,,,,,,,,,0.333333333333333,,0.166666666666667,,,,,,,,,,,,,,,,,0.166666666666667,,,,,,0.166666666666667,,,,,,,0.166666666666667,,,,,,,,,,,,,,,,,,,,,,,0.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Añejo,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Añejo,87,40,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,,,,,0.333333333333333,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.333333333333333,,,,,,,,,,0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Añejo,87,40,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Añejo,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Blanco,87,40,1,,,,,0.6,,0.3,,,,,,0.177777777777778,0.166666666666667,,,0,0.1,0.194444444444444,0.011111111111111,,0.044444444444445,0.066666666666667,,0.077777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Extra Añejo,87,40,0.818181818181818,0.636363636363636,1,0.363636363636364,0.090909090909091,0.272727272727273,0.181818181818182,,,,,,,,0.090909090909091,,,0.272727272727273,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.181818181818182,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
262,Añejo,87,42,1,0.166666666666667,0.5,0.166666666666667,,0.666666666666667,,,,,,,0.5,,0.666666666666667,,0.166666666666667,,,,,,,,,,,,,,,,0.166666666666667,,,,,,0.166666666666667,,,,0.166666666666667,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
263,Joven,87,40,1,0.166666666666667,0.166666666666667,1,0.666666666666667,0.166666666666667,0.5,,,,,,,,,,,0.166666666666667,,,,,,,,0,,,,,,,0.166666666666667,,,,,,,,,,,,,,,,0.333333333333333,,,,,,,,,,,,0.166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
264,Reposado,87,35,1,0,0,0,0,0,,,,,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Blanco,87,50,1,0,,,,0.5,,0.5,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Blanco,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Reposado,87,40,0.444444444444444,0.666666666666667,1,,,0.222222222222222,,,,,,,,,0.111111111111111,,,0.222222222222222,,,,,,,,0,,,,0,,,,,,,,,0.222222222222222,0.666666666666667,,,,,,,,,,,,,,,,,,,,,0.222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Añejo,87,35,1,,0.5,1,,1,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Añejo,87,40,1,1,0,,0.5,0.5,,0,,,,,0,,0,,,,,,,,,,,0.5,,,0,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Extra Añejo,87,40,1,0.333333333333333,0.5,0.166666666666667,,0.166666666666667,,,,,,,0.333333333333333,,,,,,0,,,,0,,0,,,0.333333333333333,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
271,Añejo,87,40,0.5,1,1,0.666666666666667,,0.833333333333333,0,,,,,,,,,,,0.166666666666667,,0,,,,,,,0,0,,0.333333333333333,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Reposado,87,40.4087866108787,1,1,1,1,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Reposado,87,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Añejo,87,40,1,0.333333333333333,1,1,0.166666666666667,0.166666666666667,,,,,,,,,,,,,,,,,,0,,,,,0.166666666666667,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Añejo,87,40,1,0.357142857142857,0.928571428571429,0.714285714285714,,0.428571428571429,0.142857142857143,,,0.071428571428572,,,,,,,,0.285714285714286,,,,,,,,,,0.071428571428572,,,0,,,,,,,,0.071428571428572,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
276,Extra Añejo,87,40,0.846153846153846,0.692307692307692,0.615384615384615,1,0.153846153846154,,,,,,,,0.153846153846154,,0.076923076923077,,,0.384615384615385,,,,,,,,0.076923076923077,,,,,,,,,,,,,,,,,,,,,,,0.153846153846154,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
277,Reposado,87,40,1,0.3,0.6,0.6,0.1,0.3,,,,,,,,,,,,0.6,,,,,,,,0,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
278,Añejo,87,40,1,0.857142857142857,0.8,0.6,0.085714285714286,0.542857142857143,,,,,,,,,,,,0.171428571428571,,,,,,,0,0.085714285714286,,0.171428571428571,,,,,,,,,,,0.2,,,,0.057142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,Reposado,87,40,1,0,0,1,,0,,,,,,,,,,0.5,,0,,,0,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Blanco,87,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Añejo,87,40,0.5,0.833333333333333,1,0.166666666666667,,0.5,,,,,0,,,,,,,,,,,,,,0,,,,0.5,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
282,Blanco,87,40,1,,,0.137931034482759,0.413793103448276,0.689655172413793,0.03448275862069,0.379310344827586,,,,0.137931034482759,,0,,,,,,,0.275862068965517,,,0.206896551724138,,,,,0.03448275862069,,,,,,,,,,,,0.275862068965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Añejo,87,38,0.8,0.2,1,0.4,,,,,,,,,,,,,,0.2,,,,,,,,,,0.4,0.6,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
284,Extra Añejo,87,40,0,1,0.5,,,0.5,,0,,,0,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
285,Blanco,87,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Reposado,87,40,0.333333333333333,0.333333333333333,0.333333333333333,1,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
287,Reposado,87,40,1,0.125,0.541666666666667,0.458333333333333,0.208333333333333,0.333333333333333,0.125,0.166666666666667,,,,,,0.333333333333333,0,,,,,,,,,0.083333333333333,,,,,,,,,,,,,,,,,,,0.041666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
288,Añejo,87,40,1,0.484848484848485,0.727272727272727,0.424242424242424,0.121212121212121,0.393939393939394,0,0.121212121212121,,,,,,0.060606060606061,0.151515151515152,,,0.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03030303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
289,Reposado,87,40,1,0.285714285714286,0.452380952380952,0.595238095238095,,0.357142857142857,0.119047619047619,0.285714285714286,,,,,,,,,,0.071428571428572,,,,,0,,,0.095238095238095,,,,,,,,,,,,,,,,,0.047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
